,id,Address,CityCode,Address_2,LandCatego,Area,Agricult_1,Jurisdicti,名前_漢,耕地面?,水田面?,作物等?,Unnamed_ 1,作物名,転作利?,転作??,地権者_,sensor_loc,distance,uniqueID,作付年_y,H23以前_y,播種月日,geometry
189,05100033078-064324,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/03,"MULTIPOLYGON (((-64360.40802778659 33123.12911167603, -64337.41216809938 33114.90630389791, -64318.7367584157 33108.355966239, -64315.39186790006 33107.38043127557, -64312.46513539856 33106.96229072364, -64306.75096075763 33107.93785926086, -64301.733673536 33108.9134902701, -64296.99516387817 33110.16781647915, -64295.18334870537 33110.72524416038, -64293.51091584511 33104.59305978916, -64291.42035918486 33103.75686295593, -64290.02674112744 33102.50251163534, -64290.02674400698 33096.50962917534, -64288.63302029479 33091.35295845037, -64284.31259248653 33079.64597233741, -64278.59848036185 33069.33271999254, -64274.41734285354 33063.89732138439, -64271.35123017888 33061.10993415721, -64270.65438884503 33059.4375284382, -64270.23630548882 33053.58397820792, -64271.49065744328 33049.68167898744, -64272.60559330594 33047.86985203471, -64279.57401162262 33045.50063404986, -64365.56467400453 33048.84546647834, -64367.65523827192 33049.68168373643, -64367.2371112012 33070.02952792224, -64362.91672017551 33103.75678651126, -64360.40802778659 33123.12911167603)))"
190,05100033111-064706,地番不明,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON (((-64746.56868567757 33127.37780099425, -64724.52152206661 33125.48119030955, -64702.8298987778 33123.22910213991, -64681.96804462012 33120.9769132593, -64656.72039220038 33118.3691752752, -64660.86906633926 33107.22708138369, -64665.25482988113 33100.47067263322, -64669.28495723888 33096.44058179679, -64686.82786706722 33097.38881706542, -64703.42254898217 33098.33713535705, -64726.18095438032 33099.64093541718, -64750.83590222162 33100.82629878844, -64749.53199309194 33106.87148946668, -64748.3466650209 33115.52444176126, -64746.56868567757 33127.37780099425)))"
191,05100033124-065864,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/07,"MULTIPOLYGON (((-65872.74847277194 33168.48375501965, -65835.95506800085 33159.28535729375, -65832.40116395474 33158.03100393964, -65854.3517594483 33081.72652619113, -65858.7419268222 33081.30845391386, -65886.96415475551 33087.78906725284, -65894.69908772664 33090.08861336381, -65895.53530486248 33093.01544182175, -65872.74847277194 33168.48375501965)))"
192,05100033133-064330,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/03,"MULTIPOLYGON (((-64351.20966789757 33157.83196555902, -64345.49553719821 33157.55326585523, -64341.03576801452 33156.57768038222, -64332.53425727253 33152.39662489013, -64315.39186586181 33145.84630696412, -64311.4895074471 33143.61636779192, -64309.25963189495 33138.87785502376, -64305.07852321459 33131.0731654254, -64298.6676005611 33121.73546750942, -64294.90462730909 33115.74251437373, -64302.43056109944 33113.37328465115, -64313.0225574243 33111.14338502794, -64316.92492618429 33111.42216501681, -64322.49968199586 33113.23389713332, -64352.4640492106 33124.80158504523, -64359.43247810901 33127.5889001629, -64358.59623308526 33132.32748934935, -64356.22697969284 33143.61636144367, -64351.20966789757 33157.83196555902)))"
193,05100033142-064705,地番不明,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON (((-64743.60535390032 33152.29142915114, -64739.21962750788 33154.66214823654, -64734.7153664838 33157.86248535534, -64729.8554619022 33162.24820068243, -64725.46979030725 33163.67065878675, -64720.96548998245 33163.43352745027, -64713.97204254517 33160.11460459999, -64704.72638788654 33155.61037451489, -64691.80632649244 33151.69881683815, -64678.05644283025 33149.09101539291, -64666.11122135867 33144.62306695031, -64660.41847209748 33136.25147035391, -64657.40472162374 33130.89367977914, -64659.74874479667 33123.86150207135, -64747.3984276773 33132.85196245285, -64746.68719449 33139.60835820885, -64745.73892503403 33146.00921236712, -64743.60535390032 33152.29142915114)))"
194,05100033142-065941,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/07,"MULTIPOLYGON (((-65938.18223554734 33183.32648480257, -65919.78554798879 33180.60881747559, -65919.36743989053 33177.26393553148, -65924.38467466383 33160.12161279181, -65935.88266809433 33120.19241064923, -65942.36328898087 33100.75034936284, -65944.8719815026 33100.3323310186, -65960.96909404141 33104.93145288856, -65960.96909739383 33108.90349208646, -65960.3419319238 33116.0113407317, -65938.18223554734 33183.32648480257)))"
195,05100033143-065963,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/07,"MULTIPOLYGON (((-65941.31806965757 33183.74459383039, -65966.19539211485 33104.72238410355, -65969.12219368909 33104.51334855744, -65972.67605707848 33107.44012465744, -65976.02094534252 33114.75702337665, -65980.20201346844 33133.98987834604, -65978.11148125175 33141.51580281648, -65964.31391094811 33162.63021414897, -65954.07032510843 33175.59152989697, -65948.00778640264 33182.28130073834, -65944.24478154929 33184.37177781117, -65941.31806965757 33183.74459383039)))"
196,05100033167-064320,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/03,"MULTIPOLYGON (((-64340.3389312132 33188.00538386848, -64329.60747078789 33184.66057908998, -64289.46921474739 33171.28114431052, -64285.98496694715 33170.02682210755, -64284.31256890848 33169.05119703413, -64283.75513444924 33166.12444288799, -64284.59129094778 33163.75521763765, -64287.93618235171 33161.66464574089, -64290.44480876977 33160.54965626531, -64292.53537636808 33160.54972763779, -64294.48651983948 33160.41030357169, -64297.13452944008 33159.57411632002, -64299.08567184634 33157.20482519935, -64301.4549381865 33157.48359039262, -64302.98800252764 33156.78677679771, -64303.96359186423 33156.78671837128, -64306.47222628181 33156.64736400325, -64308.42342900125 33154.83559275101, -64308.42338405667 33151.769398684, -64309.25963431291 33151.35133652441, -64309.81712693539 33149.12143543402, -64310.79266193411 33146.33409201332, -64317.20369028936 33148.56398466057, -64334.62477060645 33155.39299950344, -64345.21685670199 33159.29533506753, -64347.16800947241 33161.80400590676, -64347.58609364019 33165.00948151512, -64347.44670003188 33166.96064878312, -64345.07747598815 33173.37167473324, -64340.3389312132 33188.00538386848)))"
197,05100033169-064797,地番不明,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON (((-64820.61140292195 33198.8489241051, -64795.80375011536 33195.78284812688, -64776.0133914939 33194.38912077312, -64758.73158636226 33192.43802800393, -64770.90048140335 33167.35401867904, -64779.68069725461 33150.42070244114, -64787.83380455062 33135.68241380549, -64800.06344158966 33139.44539639706, -64814.48814670832 33138.19105590894, -64824.52264828437 33136.93680060068, -64822.95481493212 33151.04788816781, -64822.32763504241 33171.43058462249, -64820.61140292195 33198.8489241051)))"
198,05100033170-064852,地番不明,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON (((-64847.31501966982 33202.8897627644, -64843.46797313514 33201.63635054173, -64838.72942137784 33201.07887781874, -64831.76097438392 33199.96396689011, -64822.56258175071 33200.24268627557, -64827.80520283939 33137.15099449148, -64878.73065269292 33142.33556318353, -64887.34365962313 33174.99804826296, -64857.32360219639 33203.01119932313, -64847.31501966982 33202.8897627644)))"
199,05100033187-064695,地番不明,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON (((-64722.94760959933 33169.72705355571, -64714.41320829304 33184.57936892087, -64705.52321393256 33199.39598427978, -64696.27758613053 33215.16091963149, -64686.32081437504 33232.46678675441, -64684.06868827647 33229.50347430909, -64682.17216268025 33222.50997665269, -64682.17212589426 33213.26435102353, -64680.39412821514 33201.64816083576, -64679.20879263772 33188.49093108957, -64679.68298490186 33174.26697113948, -64680.63117855167 33158.50195084057, -64681.5794529842 33157.07960255266, -64684.42430378507 33156.8425028893, -64689.40271949875 33158.38346052815, -64704.93057379886 33163.5989204072, -64722.94760959933 33169.72705355571)))"
200,05100033253-065799,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/07,"MULTIPOLYGON (((-65784.95460806934 33271.82368740479, -65784.50003761218 33263.69219700756, -65784.73185817675 33261.12891403493, -65785.06605291566 33259.79210921934, -65786.06865303052 33257.89823135248, -65786.44506160614 33255.67663478816, -65786.44508194216 33253.33721072356, -65787.12810418656 33240.51563900578, -65787.24933883965 33237.91993419718, -65787.62830284529 33236.50882518954, -65788.48715566481 33234.97398742571, -65790.19061563982 33233.94652790449, -65792.92710817727 33233.75653342471, -65814.25375579172 33235.72897622528, -65811.58008421314 33272.2693158997, -65784.95460806934 33271.82368740479)))"
201,05100033255-065830,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/07,"MULTIPOLYGON (((-65836.87176127841 33277.70847073199, -65831.62338242483 33275.03476966784, -65828.25651122874 33273.25229356043, -65824.8896992614 33272.46013297437, -65814.19489701785 33272.36107011645, -65815.9774149024 33236.11781615274, -65826.67209784935 33236.91000892926, -65830.70063886454 33237.41266767149, -65834.99025539299 33238.29638051368, -65839.84251963306 33239.38563381015, -65850.43819442404 33242.55446624597, -65846.67527454853 33252.25893164331, -65845.09085305939 33256.12095209425, -65844.0015345584 33257.80435784133, -65842.21911601452 33259.98290235347, -65840.83272295941 33262.35953707304, -65840.53568284468 33264.14194102573, -65840.2385785839 33267.40976473761, -65840.13960676204 33269.98449345689, -65839.64445566719 33272.06404700859, -65836.87176127841 33277.70847073199)))"
202,05100033258-064765,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/08,"MULTIPOLYGON (((-64712.75616063491 33233.05268950434, -64723.7410687715 33215.62657316467, -64779.77343312172 33252.26770040511, -64786.3164604972 33256.19355551701, -64814.78336256867 33272.79285500021, -64809.79047267558 33279.0137981613, -64808.36290245988 33281.27412472694, -64806.69733923097 33284.78364817683, -64805.4189363653 33287.15190930793, -64804.21444206166 33289.15941363121, -64801.20319532634 33292.37145976858, -64796.38336634843 33297.22332342563, -64787.41299450637 33292.21746188412, -64782.19337785686 33288.87159126191, -64741.6413041167 33257.01876894842, -64712.75616063491 33233.05268950434)))"
203,05100033291-064346,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/03,"MULTIPOLYGON (((-64374.31202355392 33290.43188618503, -64368.29130299389 33309.41389953478, -64316.94774937889 33292.35516698867, -64322.55034921786 33274.53540713949, -64323.21934785816 33273.70759158923, -64325.39346171045 33273.20579205171, -64374.31202355392 33290.43188618503)))"
204,05100033302-064728,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/08,"MULTIPOLYGON (((-64774.99733070165 33313.80892073837, -64769.9157406495 33325.32709390047, -64769.04815832578 33326.99578070964, -64763.17615160999 33337.98699009859, -64754.21757523447 33334.29812118143, -64679.92176950177 33288.32376684799, -64693.19174638531 33265.63594413986, -64757.88945876517 33304.83147989403, -64763.22505633948 33307.96513027764, -64774.99733070165 33313.80892073837)))"
205,05100033308-065867,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/07,"MULTIPOLYGON (((-65874.42884140331 33332.37642274587, -65841.42041757128 33299.80815242878, -65846.8777754496 33293.55858326732, -65847.75806045283 33292.5902465611, -65848.55024388974 33290.56581708015, -65848.99036825045 33289.06936585996, -65851.54301646535 33284.31617185744, -65852.51124399641 33283.1718521216, -65855.5040473042 33280.44317928267, -65893.3537135072 33318.38091079698, -65894.14587693095 33319.26111962054, -65894.32198288011 33320.22940723749, -65894.05787741244 33321.54974485735, -65893.35368718528 33322.42994256246, -65892.38546937358 33323.39820368203, -65890.18489331019 33324.80655133655, -65874.42884140331 33332.37642274587)))"
206,05100033320-064435,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/03,"MULTIPOLYGON (((-64454.26303006883 33337.84533140521, -64449.80321199858 33337.84540866995, -64415.3790500014 33331.85248058548, -64414.54286819438 33328.08950104703, -64414.26411004544 33320.00616150777, -64416.07594157447 33306.06924684544, -64417.05152576837 33302.72439923086, -64438.65366893793 33306.06927197683, -64443.39223893177 33306.90540248468, -64458.16535789399 33311.22584595416, -64456.77169621824 33315.40693136587, -64455.51731718927 33322.23599361126, -64454.26303006883 33337.84533140521)))"
207,05100033325-064714,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/08,"MULTIPOLYGON (((-64666.35505513392 33310.99298662693, -64679.31996156104 33289.18488261399, -64748.65048676905 33331.9894262576, -64752.6952866959 33334.48764761096, -64754.36413783185 33335.42010908649, -64756.84919418387 33336.3189463813, -64763.4054710588 33338.85684462019, -64751.39108165561 33357.7695548558, -64749.90396326032 33358.84024837043, -64748.29800778031 33358.72128799496, -64745.62128985708 33357.82909392216, -64666.35505513392 33310.99298662693)))"
208,05100033326-065845,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/07,"MULTIPOLYGON (((-65813.28654231499 33311.53067914007, -65840.18808277987 33302.53684316443, -65868.97144476762 33331.67230621641, -65870.46783250297 33333.60880204938, -65870.81996338695 33335.72132908015, -65870.55584694023 33337.30569775376, -65869.58760779767 33338.71404546988, -65853.68887900596 33352.72519257395, -65813.28654231499 33311.53067914007)))"
209,05100033350-064698,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/08,"MULTIPOLYGON (((-64663.78930547107 33312.1877480069, -64745.28843774761 33360.75712039467, -64747.42981142602 33361.86749906299, -64747.74702054102 33363.45360498317, -64747.04378919582 33365.16355139008, -64741.4816231551 33372.49497916177, -64740.05404911751 33374.71567381584, -64738.86440327545 33376.69835089143, -64735.00655920781 33385.6221215054, -64733.70923636038 33386.69135395881, -64731.80582628094 33386.69136957397, -64647.82575103203 33337.90641204067, -64663.78930547107 33312.1877480069)))"
210,05100033384-064885,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/08,"MULTIPOLYGON (((-64907.0175176117 33410.21210604299, -64875.98466216026 33394.41697434799, -64868.92333436227 33389.95711503479, -64865.57849359378 33390.14300243716, -64857.03047595242 33386.42648854235, -64855.72975151423 33384.56817712453, -64882.48854764563 33360.782559298, -64898.46952761614 33372.48953677795, -64902.18603926071 33375.09106217483, -64905.9025721054 33378.80762585564, -64905.34507004041 33381.03748682909, -64903.67264297202 33384.38236150659, -64902.74352413499 33389.21386669221, -64903.11516223574 33394.41697700258, -64905.15924566596 33400.73495829363, -64907.38920775484 33407.42472322461, -64908.87581178937 33410.21204553058, -64907.0175176117 33410.21210604299)))"
211,05100033395-064337,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/03,"MULTIPOLYGON (((-64383.77949927874 33400.94388131266, -64389.13128877362 33418.25360297491, -64286.96945476448 33387.82568067939, -64291.81951746732 33372.35576550813, -64383.77949927874 33400.94388131266)))"
212,05100033401-064643,地番不明,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON (((-64606.48465392484 33400.4077299788, -64622.33651568601 33376.82981747703, -64686.98315558117 33405.53823699332, -64651.64801501242 33421.88633384347, -64606.48465392484 33400.4077299788)))"
213,05100033414-064883,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/08,"MULTIPOLYGON (((-64917.60959031374 33441.05907645782, -64899.9561391204 33432.51108924668, -64867.25093012847 33418.94583144601, -64852.94236498535 33413.18530074656, -64849.96915477213 33411.51290617065, -64848.85416063622 33407.23888568049, -64853.3140325841 33394.4169299702, -64856.65886979744 33388.84219543093, -64898.46952961715 33409.28293521782, -64908.13245514223 33413.37109909448, -64908.68997226327 33411.88449602318, -64912.40645383808 33417.83093597698, -64915.19385348217 33423.40567906996, -64916.68043064542 33428.98049381013, -64915.0080360174 33429.90955423043, -64915.37963983686 33433.99772893552, -64916.30877565355 33437.34255896169, -64917.60959031374 33441.05907645782)))"
214,05100033422-064616,地番不明,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON (((-64588.99650305681 33425.86508332612, -64605.53990491932 33401.0499124214, -64649.53033443463 33421.97989671495, -64626.46979778321 33434.76344502843, -64622.96063776557 33437.27007132255, -64618.57413861947 33440.77925356367, -64588.99650305681 33425.86508332612)))"
215,05100033425-065005,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/08,"MULTIPOLYGON (((-65035.47463300197 33427.62571802583, -65030.85177578525 33434.02646568137, -65024.21392870809 33442.44236728278, -65018.16875043593 33450.50259741207, -65007.26365377858 33443.62765890639, -64992.32850915087 33434.73773105333, -64976.08939724293 33425.13646429363, -64977.63036929455 33423.59553967616, -64977.27472510843 33421.8175598114, -64975.97090533913 33420.63225631203, -64983.3199261573 33409.49008135335, -64990.66903677627 33397.75524513788, -64998.72926897861 33403.08932837689, -65010.70114608587 33411.14951297542, -65022.19890768294 33418.73568242965, -65035.47463300197 33427.62571802583)))"
216,05100033456-064371,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/03,"MULTIPOLYGON (((-64395.66746859927 33435.05668272518, -64376.21158451165 33454.33424106511, -64372.81096682679 33460.29925658571, -64369.52183983459 33468.1150298634, -64367.68218537379 33473.3162815204, -64367.51489898159 33475.93637158366, -64368.01667406683 33478.66803195185, -64382.12080378984 33498.17968281994, -64376.54604419103 33504.25622638477, -64366.957425083 33493.20146371681, -64362.21888347768 33483.33964915004, -64354.58152507087 33461.08522682545, -64347.05553046377 33449.99709071816, -64386.859328015 33424.40890921712, -64395.16577016147 33424.74336417695, -64396.94965272864 33426.19280529378, -64397.95310722959 33428.58993328332, -64397.39566452058 33430.87565102248, -64395.66746859927 33435.05668272518)))"
217,05100033459-064891,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/08,"MULTIPOLYGON (((-64865.03857388239 33473.38400028912, -64866.01417192452 33468.08804279529, -64870.89212082296 33458.05339364197, -64878.69673913372 33441.8865966697, -64883.57467251858 33431.08553019102, -64884.68966367799 33429.97061409949, -64887.61637626484 33430.2492761629, -64912.84214014438 33442.93189603522, -64917.72010872961 33446.1374090083, -64918.69563145209 33450.31846722953, -64917.16263272276 33454.36016557863, -64894.16675771159 33488.64490731368, -64876.32746588488 33479.44658146019, -64870.0558792084 33475.82295940176, -64867.54722055115 33475.26550093676, -64865.03857388239 33473.38400028912)))"
218,05100033486-064954,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/08,"MULTIPOLYGON (((-64915.3746488934 33467.74975448248, -64924.30429117718 33453.90875304379, -64992.61255667619 33500.09225306584, -64988.94443762067 33504.94424860274, -64980.64428739845 33516.77513343696, -64970.91940702396 33509.52796608923, -64950.72640478081 33495.09556414005, -64915.3746488934 33467.74975448248)))"
219,05100033503-064854,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/08,"MULTIPOLYGON (((-64855.56149815501 33547.59798229791, -64849.98673776026 33543.55627184718, -64843.15767988055 33538.26030872264, -64839.3947116202 33533.93982068027, -64826.5727777196 33522.37219776612, -64824.20351551108 33520.00299606383, -64823.78534062199 33517.63371407944, -64826.5727798781 33511.08333002186, -64828.66332539378 33504.25422992938, -64829.77828061784 33497.14641059173, -64831.03254704451 33486.41507446776, -64831.86878902785 33475.54423038727, -64832.56559239959 33466.62464768444, -64833.95932670725 33463.1404504106, -64835.63173449405 33461.32861051604, -64843.99385075822 33464.11600214557, -64861.97245015503 33471.92060570611, -64862.94804559925 33473.59307505026, -64863.50552846004 33475.54424722776, -64878.27861788979 33483.0701331692, -64891.23996779245 33490.59611451486, -64892.07621349696 33492.54729454287, -64855.56149815501 33547.59798229791)))"
220,05100033505-064939,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/08,"MULTIPOLYGON (((-64900.64063770052 33490.520447232, -64911.35627620987 33472.21460627349, -64920.41849344457 33480.03996236791, -64978.24058220742 33520.04208248851, -64967.02912255671 33537.13794430419, -64941.57105788692 33518.55539881851, -64927.07670585065 33508.39698338127, -64913.49906544243 33500.12776091807, -64900.64063770052 33490.520447232)))"
221,05100033529-064054,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/03,"MULTIPOLYGON (((-64068.81797797436 33559.08509743318, -64064.72983014776 33560.38594014838, -64056.55352456386 33560.01420819569, -64049.67796081783 33558.15595199696, -64043.91739199285 33555.1827641955, -64041.50165784074 33552.20956628227, -64041.68750819928 33548.12139107686, -64041.50166043023 33498.32025818882, -64044.28903585052 33496.46200696204, -64063.05741579495 33497.0194913748, -64064.54398230758 33498.50606783081, -64065.28729619832 33504.08087031871, -64065.28730484103 33514.4870544684, -64065.10146125955 33526.19402843985, -64064.91570313238 33535.6711351895, -64068.63214889538 33539.20183958697, -64068.81797797436 33559.08509743318)))"
222,05100033529-064288,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/03,"MULTIPOLYGON (((-64301.00775576008 33508.63907985254, -64297.30388990888 33549.36843036048, -64282.92106013359 33550.14886884287, -64279.01867502883 33542.58952278247, -64276.17554005123 33533.59744442897, -64274.67038430409 33528.00592927785, -64272.44050500939 33514.05236028895, -64301.00775576008 33508.63907985254)))"
223,05100033531-064888,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/08,"MULTIPOLYGON (((-64877.62364959251 33566.83092365712, -64875.81179693938 33567.24900559276, -64873.5819318576 33565.71601760746, -64871.21268411937 33562.78928228973, -64868.00719781093 33558.88690216937, -64865.21976361865 33553.45147938422, -64864.94101296058 33548.43421064407, -64866.05601739212 33544.25319174163, -64869.81894960307 33537.70283753663, -64894.20852295455 33500.21254625238, -64898.11090058634 33498.54016867151, -64901.0375860686 33498.81883630456, -64904.10372504217 33500.49125427656, -64905.63678573996 33502.7211593222, -64907.03048177441 33505.09046632027, -64908.56351889543 33507.18096729837, -64911.49031072635 33509.13219465904, -64914.13832039996 33511.50143049643, -64877.62364959251 33566.83092365712)))"
224,05100033552-064908,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/08,"MULTIPOLYGON (((-64941.93821501965 33522.19047270616, -64885.58781187548 33606.91363619266, -64884.64708443481 33584.99435367745, -64883.51818190301 33577.46846573041, -64881.26040917064 33570.31881039156, -64922.84118629724 33508.9260729325, -64941.93821501965 33522.19047270616)))"
225,05100033652-064854,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/08,"MULTIPOLYGON (((-64873.29391359095 33673.52776203267, -64823.07957263359 33656.31215264872, -64830.60781256057 33635.28663767588, -64836.746184402 33634.15774566193, -64842.7433852972 33633.80495300103, -64849.51675321638 33634.15776938953, -64852.48002376055 33636.55666175744, -64860.45287121803 33641.14269733645, -64867.36729781269 33642.90666801143, -64878.79728725525 33643.82389135644, -64881.33730000949 33643.82380717045, -64883.17174751892 33645.09385491138, -64883.31284030138 33647.0694024237, -64873.29391359095 33673.52776203267)))"
226,05100033656-064382,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/03,"MULTIPOLYGON (((-64366.64126956634 33716.26567003709, -64352.63898689236 33666.95323070957, -64343.81141826855 33635.75238085955, -64341.52843243744 33625.09839996359, -64341.83281974035 33623.27206793388, -64347.31196687459 33621.59790248087, -64356.29175931429 33618.70610940256, -64362.37974430886 33617.79289750043, -64372.57705664275 33616.1187358589, -64381.70900936033 33614.14009378192, -64394.03715357552 33611.70497319754, -64408.95264352678 33610.03076610597, -64411.23559943186 33610.79175300178, -64414.43177158789 33611.55276330125, -64418.08455350401 33622.66326194491, -64420.36758090925 33633.62164139219, -64414.43182641602 33650.82005588143, -64402.86468068841 33680.34674001106, -64401.95149864824 33684.30386555213, -64400.73388217211 33686.73911957369, -64400.58170265788 33701.19802542544, -64399.3640828909 33704.24192551397, -64394.34149899353 33706.67719408018, -64383.38316166462 33712.99339340983, -64379.57816966605 33715.42859726628, -64377.1429995869 33716.49395305055, -64372.72928436456 33716.18959339074, -64368.92424051303 33716.34180603449, -64366.64126956634 33716.26567003709)))"
227,05100033679-064849,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/08,"MULTIPOLYGON (((-64866.75343642288 33697.65770551404, -64821.88011620007 33682.98221496838, -64830.62898748406 33660.82770539461, -64876.70181546389 33676.91441566902, -64866.75343642288 33697.65770551404)))"
228,05100033700-064832,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/08,"MULTIPOLYGON (((-64856.77688844425 33719.60048335576, -64798.14521716753 33701.96163029557, -64798.63910488167 33695.5410895785, -64809.83628347851 33680.5127628868, -64865.99848060627 33698.78661007507, -64856.77688844425 33719.60048335576)))"
229,05100033732-064822,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/08,"MULTIPOLYGON (((-64856.35356846337 33720.57416694583, -64834.19911190146 33764.06463468866, -64797.24916097101 33744.73942488365, -64793.86247098913 33741.91719833048, -64793.36862838553 33738.48825098565, -64794.70919244527 33722.4721605946, -64797.93354275446 33703.00584196157, -64856.35356846337 33720.57416694583)))"
230,05100033757-064427,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/03,"MULTIPOLYGON (((-64433.00973458442 33800.54103358038, -64419.61525221319 33802.21531668548, -64418.44725688678 33789.38780878553, -64410.3807352782 33734.5960897394, -64410.22850333701 33729.57353365456, -64414.33786469408 33727.74719816561, -64421.18684958977 33725.1598037675, -64430.31877921081 33722.11581751586, -64437.92876886635 33718.615240329, -64442.0381271805 33717.70203841478, -64442.03810679548 33729.34520075332, -64441.42930636638 33740.45579323921, -64439.90734611268 33753.69707048821, -64437.01557819146 33776.37476892766, -64435.9501454344 33785.65891197856, -64434.88480032525 33790.07268957971, -64433.00973458442 33800.54103358038)))"
231,05100033769-064399,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/03,"MULTIPOLYGON (((-64416.60148902062 33800.87587659943, -64407.22532366542 33802.55020758317, -64397.17936450161 33803.88968362112, -64390.14726645979 33807.90802259352, -64388.35005010639 33791.19268745484, -64386.92953939896 33777.59630239639, -64386.62511093085 33771.10240815941, -64385.81340775591 33765.42033110673, -64384.90015956952 33762.9851284584, -64383.88550180841 33758.31769007629, -64383.88553001449 33753.24440959386, -64383.07383022603 33741.98166451122, -64384.59575660678 33739.44505561987, -64396.90365323537 33729.80577956762, -64401.97688950242 33729.19698368929, -64405.93412118401 33729.60280834244, -64407.3546178037 33731.3277550095, -64407.45612113479 33735.48788669813, -64416.60148902062 33800.87587659943)))"
232,05100033778-064812,地番不明,,,,,,,,,,,,,,,,,,,,,2021/07/08,"MULTIPOLYGON (((-64833.86748571404 33765.32051447196, -64820.88531531818 33793.23934458772, -64815.17030913419 33803.89324199011, -64809.73750598134 33811.86603499266, -64800.56527364414 33805.79818999812, -64799.22472457855 33747.75222498361, -64833.86748571404 33765.32051447196)))"
233,05100035771-067793,地番不明,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON (((-67851.55626033928 35734.6604044921, -67756.30627198576 35824.61877029713, -67737.78545318313 35805.56878706709, -67821.28709287976 35723.37115708878, -67846.15793448909 35731.57325645615, -67851.55626033928 35734.6604044921)))"
234,05100035812-067838,地番不明,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON (((-67801.76611722738 35867.39972534212, -67794.7300333759 35860.63424925556, -67788.05480441508 35853.41786239066, -67783.5445666085 35849.17817166755, -67795.09089462651 35837.09064167232, -67807.7196306219 35824.10105033972, -67822.51341019564 35809.12687947044, -67843.20652480466 35788.76748310525, -67858.18068360166 35773.79330877994, -67873.15480287757 35758.99961206449, -67886.86604784305 35745.37860494333, -67887.58768238752 35746.10022086996, -67887.49753276548 35748.80634394803, -67887.49748027565 35753.22649785818, -67886.14444126684 35759.54089527101, -67883.43822103569 35766.57686554964, -67881.90474971329 35776.04844423394, -67881.99493841264 35785.70043947177, -67881.27329824865 35788.76745648407, -67880.01045010824 35789.94011848503, -67866.56977916304 35803.47100602619, -67843.89214618187 35825.87807461557, -67827.02365565315 35842.65626853839, -67814.03405887997 35855.64587123247, -67801.76611722738 35867.39972534212)))"
